  Household net adjusted disposable income INC,  Household net wealth WEA,  Employment rate,  Personal earnings LTE,  Quality of support network PER,  Educational attainment EDU,  Student skills SKI,  Years in education YED,  Water quality WQU,  Voter turnout VOL,  Self-reported health SRE,  Feeling safe walking alone at night ASR
0.49320488560123854,0.17494375908585164,0.75,0.5643128550468379,0.9047619047619047,0.9423076923076923,0.9166666666666665,1.0,0.9722222222222221,0.5106382978723405,0.6181818181818182,0.903846153846154
0.5191238029703538,0.254541910648009,0.53125,0.5521048869493246,0.8095238095238098,0.75,0.733333333333333,0.5,0.4444444444444444,0.6382978723404256,0.5999999999999999,0.6346153846153846
0.6508974138425369,0.261129551917412,0.90625,0.7056732252360709,0.6190476190476191,0.8461538461538463,0.7833333333333337,0.666666666666667,0.8055555555555556,0.6595744680851063,0.5818181818181818,0.6730769230769231
0.12965192958311833,0.0801446078914791,0.25,0.206482073661638,0.04761904761904745,0.653846153846154,0.3916666666666666,0.8333333333333335,0.13888888888888884,0.27659574468085113,0.8181818181818181,0.5384615384615385
0.13638970124433736,0.08243369141112196,0.6875,0.17266092321583082,0.8095238095238098,0.8461538461538463,0.6083333333333334,0.3333333333333335,0.5277777777777779,0.5319148936170213,0.4363636363636363,0.6346153846153846
0.40773987944123846,0.2839190092429493,0.9375,0.9641849441330272,0.9999999999999996,0.653846153846154,0.6249999999999996,0.8333333333333335,0.9722222222222221,0.7659574468085106,0.7818181818181817,0.8461538461538463
0.37900682378576755,0.3377308952022062,0.625,0.6253338851059027,0.9047619047619047,0.8269230769230771,0.8249999999999997,0.666666666666667,0.5000000000000002,0.38297872340425543,0.909090909090909,0.6730769230769231
0.40773987944123846,0.2839190092429493,0.59375,0.4343704149580527,0.8571428571428572,0.8846153846153848,0.4916666666666667,0.3333333333333335,0.41666666666666674,0.46808510638297873,0.7272727272727273,0.75
0.3773725557658122,0.25034313048704226,0.3125,0.405157819495128,0.5714285714285716,0.40384615384615397,0.5916666666666668,0.5,0.41666666666666674,0.5957446808510638,0.709090909090909,0.6153846153846154
0.3613452606227421,0.2500124721985992,0.90625,0.4191903991572928,0.5714285714285716,0.7120582120582122,0.9499999999999997,0.3333333333333335,0.6944444444444444,0.17021276595744683,0.054545454545454564,0.6923076923076923
0.2385744595446987,0.3284480988308619,0.5625,0.4839923253451713,0.1428571428571428,0.903846153846154,0.9499999999999997,0.5,0.5555555555555556,0.6808510638297873,0.0,0.7884615384615385
0.10075118986180398,0.0,0.75,0.256687107332305,0.714285714285714,0.903846153846154,0.6750000000000003,0.666666666666667,0.5833333333333333,0.2127659574468086,0.23636363636363633,0.596153846153846
0.30698434543265096,0.1192620635165567,0.75,0.293085286482826,0.5714285714285716,1.0,0.6166666666666667,0.666666666666667,0.5833333333333333,0.25531914893617014,0.21818181818181814,0.40384615384615374
0.8172486954527208,1.0,0.59375,0.9334487039614763,0.6666666666666665,0.6153846153846154,0.5916666666666668,0.16666666666666696,0.6388888888888891,0.9574468085106382,0.6909090909090909,0.8846153846153846
0.0,0.2839190092429493,0.34375,0.0,0.0,0.0,0.08333333333333348,0.16666666666666696,0.36111111111111094,0.38297872340425543,0.5818181818181818,0.019230769230769162
0.5365846665519812,0.19648527642452812,0.9375,0.8012866333095068,0.8095238095238098,0.75,0.8000000000000003,0.8333333333333335,0.8055555555555556,0.7234042553191489,0.7454545454545454,0.8076923076923077
0.6524169963874075,0.5045926695957964,0.90625,0.5462360332568374,0.8571428571428572,0.75,0.8083333333333331,0.666666666666667,0.6388888888888891,0.7872340425531914,0.9454545454545453,0.48076923076923084
0.6558575606399449,0.21940975755206127,0.84375,0.743952447236748,0.9047619047619047,0.7692307692307694,0.7583333333333333,0.666666666666667,0.9999999999999998,0.7021276595744681,0.7454545454545454,1.0
0.21234015711910081,0.17864365130285165,0.65625,0.3065535532899439,0.8095238095238098,0.9807692307692308,0.891666666666667,0.666666666666667,0.5555555555555556,0.4893617021276595,0.47272727272727266,0.5769230769230769
0.24680314238201728,0.2042632875323262,0.65625,0.22911101914901616,0.47619047619047583,0.25,0.7166666666666663,0.5,0.7499999999999998,0.08510638297872353,0.2909090909090909,0.8076923076923077
0.1399162796031882,0.10694765273222363,0.625,0.13899025619803618,0.8571428571428572,0.9615384615384617,0.5249999999999999,0.3333333333333335,0.5277777777777779,0.44680851063829796,0.5636363636363635,0.6730769230769231
0.25749756293365444,0.1787190645967071,0.71875,0.47430495466686723,0.8571428571428572,0.9230769230769231,0.8166666666666669,0.666666666666667,0.8611111111111109,0.17021276595744683,0.5999999999999999,0.9615384615384615
0.3121165204426859,0.3333139965913191,0.4375,0.4080358150558669,0.7619047619047614,0.40384615384615397,0.6704954954954956,0.666666666666667,0.38888888888888906,0.574468085106383,0.7454545454545454,0.75
0.5006307701129652,0.2839190092429493,0.84375,0.5791730935630712,0.8095238095238098,0.8076923076923077,0.8083333333333331,1.0,0.9722222222222221,0.8936170212765957,0.7636363636363637,0.7307692307692308
0.6717128275703882,0.2839190092429493,1.0,0.9140739626048682,0.8095238095238098,0.903846153846154,0.766666666666667,0.5,0.9444444444444444,0.0,0.8545454545454545,0.8653846153846154
0.40773987944123846,0.2839190092429493,0.0,0.5182944853198042,0.38095238095238093,0.0,0.4666666666666668,0.8333333333333335,0.0,0.8723404255319149,0.5999999999999999,0.34615384615384603
0.4811055679798153,0.5164963679797475,0.84375,0.5815620179827696,0.7619047619047614,0.7692307692307694,0.8083333333333331,0.5,0.5555555555555556,0.4893617021276595,0.709090909090909,0.7115384615384615
0.9999999999999999,0.7022195872688438,0.59375,1.0,0.8095238095238098,0.9615384615384617,0.7416666666666667,0.5,0.7222222222222221,0.42553191489361697,0.9818181818181817,0.7115384615384615
